,time,value,target_prob,timeout,gap,status,id,path,unknown_fraction
0,0.9349820613861084,0.0,0.42,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_4_it_0.pickle,1
0,0.8821752071380615,0.0,0.38,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_4_it_0.pickle,1
0,0.9640040397644043,0.0,0.42,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_1_it_0.pickle,1
0,1.0228149890899658,0.0,0.5,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_3_it_0.pickle,1
0,1.0187060832977295,0.0,0.5,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_0_it_0.pickle,1
0,1.2894489765167236,0.0,0.42,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_3_it_0.pickle,1
0,1.0472121238708496,0.0,0.46,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_4_it_0.pickle,1
0,1.093635082244873,0.0,0.5,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_4_it_0.pickle,1
0,1.0605518817901611,0.0,0.42,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_0_it_0.pickle,1
0,1.2559940814971924,0.0,0.42,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_2_it_0.pickle,1
0,0.9737470149993896,0.0,0.38,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_0_it_0.pickle,1
0,1.1742191314697266,0.0,0.38,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_2_it_0.pickle,1
0,1.376734972000122,0.0,0.5,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_1_it_0.pickle,1
0,1.2126178741455078,0.0,0.46,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_2_it_0.pickle,1
0,1.2291948795318604,0.0,0.46,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_3_it_0.pickle,1
0,1.4744820594787598,0.0,0.46,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_0_it_0.pickle,1
0,1.4161748886108398,0.0,0.46,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_1_it_0.pickle,1
0,1.456054925918579,0.0,0.5,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_2_it_0.pickle,1
0,0.9044511318206787,0.0,0.42,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_5_it_0.pickle,1
0,0.8287479877471924,0.0,0.38,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_5_it_0.pickle,1
0,0.9376208782196045,0.0,0.46,1800,0.0,2,0,out/user_strategies/model_spotify1000_model-it_5_it_0.pickle,1
